www-a1.proxy.aol.com,1.0,GET,/shuttle/missions/sts-71/mission-sts-71.html,12040,200,1995-07-01,00:04:10,1995,7,1,0,4,10
charger.execpc.com,1.0,GET,/history/apollo/apollo.html,3258,200,1995-07-01,00:04:12,1995,7,1,0,4,12
unicomp6.unicomp.net,1.0,GET,/ksc.html,7074,200,1995-07-01,00:04:16,1995,7,1,0,4,16
news.ti.com,1.0,GET,/ksc.html,7074,200,1995-07-01,00:04:18,1995,7,1,0,4,18
teleman.pr.mcs.net,1.0,GET,/shuttle/missions/sts-67/mission-sts-67.html,21408,200,1995-07-01,00:04:23,1995,7,1,0,4,23
129.94.144.152,1.0,GET,/shuttle/technology/sts-newsref/stsref-toc.html,84907,200,1995-07-01,00:04:25,1995,7,1,0,4,25
link097.txdirect.net,1.0,GET,/shuttle/technology/sts-newsref/stsref-toc.html,84907,200,1995-07-01,00:04:26,1995,7,1,0,4,26
onyx.southwind.net,1.0,GET,/shuttle/technology/sts-newsref/centers.html,71024,200,1995-07-01,00:04:27,1995,7,1,0,4,27
ix-war-mi1-20.ix.netcom.com,1.0,GET,/shuttle/missions/sts-69/mission-sts-69.html,4325,200,1995-07-01,00:04:27,1995,7,1,0,4,27
129.188.154.200,1.0,GET,/shuttle/missions/sts-71/mission-sts-71.html,12040,200,1995-07-01,00:04:27,1995,7,1,0,4,27
slip1.yab.com,1.0,GET,/history/history.html,1502,200,1995-07-01,00:04:28,1995,7,1,0,4,28
savvy1.savvy.com,1.0,GET,/shuttle/missions/missions.html,8677,200,1995-07-01,00:04:30,1995,7,1,0,4,30
slip1.yab.com,1.0,GET,/history/rocket-history.txt,26990,200,1995-07-01,00:04:32,1995,7,1,0,4,32
pme607.onramp.awinc.com,1.0,GET,/shuttle/missions/sts-71/mission-sts-71.html,12040,200,1995-07-01,00:04:38,1995,7,1,0,4,38
bart-slip1.llnl.gov,1.0,GET,/shuttle/technology/sts-newsref/stsref-toc.html,84907,200,1995-07-01,00:04:40,1995,7,1,0,4,40
ad03-031.compuserve.com,1.0,GET,/facilities/vab.html,4045,200,1995-07-01,00:04:40,1995,7,1,0,4,40
ix-sd11-26.ix.netcom.com,1.0,GET,/shuttle/countdown/,3985,200,1995-07-01,00:04:44,1995,7,1,0,4,44
ix-war-mi1-20.ix.netcom.com,1.0,GET,/shuttle/missions/sts-78/mission-sts-78.html,4377,200,1995-07-01,00:04:48,1995,7,1,0,4,48
199.166.39.14,1.0,GET,/shuttle/countdown/,3985,200,1995-07-01,00:04:52,1995,7,1,0,4,52
charger.execpc.com,1.0,GET,/history/apollo/apollo-13/apollo-13.html,18114,200,1995-07-01,00:04:55,1995,7,1,0,4,55
pme607.onramp.awinc.com,1.0,GET,/shuttle/missions/sts-71/images/images.html,7634,200,1995-07-01,00:05:02,1995,7,1,0,5,2
link097.txdirect.net,1.0,GET,/shuttle/,957,200,1995-07-01,00:05:07,1995,7,1,0,5,7
dd11-054.compuserve.com,1.0,GET,/shuttle/missions/61-c/mission-61-c.html,8368,200,1995-07-01,00:05:09,1995,7,1,0,5,9
ix-war-mi1-20.ix.netcom.com,1.0,GET,/shuttle/missions/sts-78/news/,374,200,1995-07-01,00:05:14,1995,7,1,0,5,14
teleman.pr.mcs.net,1.0,GET,/shuttle/missions/sts-78/mission-sts-78.html,4377,200,1995-07-01,00:05:18,1995,7,1,0,5,18
slip132.indirect.com,1.0,GET,/shuttle/missions/sts-71/images/images.html,7634,200,1995-07-01,00:05:22,1995,7,1,0,5,22
ix-war-mi1-20.ix.netcom.com,1.0,GET,/shuttle/missions/sts-78/,1596,200,1995-07-01,00:05:23,1995,7,1,0,5,23
slip1.yab.com,1.0,GET,/history/early-astronauts.txt,3850,200,1995-07-01,00:05:24,1995,7,1,0,5,24
www-a1.proxy.aol.com,1.0,GET,/,7074,200,1995-07-01,00:05:25,1995,7,1,0,5,25
199.166.39.14,1.0,GET,/shuttle/countdown/liftoff.html,4538,200,1995-07-01,00:05:26,1995,7,1,0,5,26
link097.txdirect.net,1.0,GET,/shuttle/movies/,602,200,1995-07-01,00:05:29,1995,7,1,0,5,29
ix-sd11-26.ix.netcom.com,1.0,GET,/shuttle/missions/sts-71/mission-sts-71.html,12040,200,1995-07-01,00:05:30,1995,7,1,0,5,30
ix-war-mi1-20.ix.netcom.com,1.0,GET,/shuttle/missions/sts-72/mission-sts-72.html,3752,200,1995-07-01,00:05:43,1995,7,1,0,5,43
teleman.pr.mcs.net,1.0,GET,/shuttle/missions/sts-70/mission-sts-70.html,13469,200,1995-07-01,00:05:46,1995,7,1,0,5,46
slip1.yab.com,1.0,GET,/history/skylab/skylab.html,1687,200,1995-07-01,00:05:53,1995,7,1,0,5,53
129.188.154.200,1.0,GET,/shuttle/missions/sts-71/movies/movies.html,3092,200,1995-07-01,00:05:53,1995,7,1,0,5,53
p06.eznets.canton.oh.us,1.0,GET,/shuttle/countdown/,3985,200,1995-07-01,00:05:54,1995,7,1,0,5,54
slip4068.sirius.com,1.0,GET,/ksc.html,7074,200,1995-07-01,00:05:55,1995,7,1,0,5,55
mars.ark.com,1.0,GET,/facts/faq04.html,27063,200,1995-07-01,00:05:59,1995,7,1,0,5,59
ix-war-mi1-20.ix.netcom.com,1.0,GET,/shuttle/missions/sts-72/news/,374,200,1995-07-01,00:05:59,1995,7,1,0,5,59
news.ti.com,1.0,GET,/shuttle/missions/sts-71/mission-sts-71.html,12040,200,1995-07-01,00:06:00,1995,7,1,0,6,0
janice.cc.wwu.edu,1.0,GET,/shuttle/countdown/countdown.html,3985,200,1995-07-01,00:06:01,1995,7,1,0,6,1
dd11-054.compuserve.com,1.0,GET,/history/history.html,1502,200,1995-07-01,00:06:02,1995,7,1,0,6,2
dnet018.sat.texas.net,1.0,GET,/history/apollo/apollo-13/apollo-13.html,18114,200,1995-07-01,00:06:06,1995,7,1,0,6,6
teleman.pr.mcs.net,1.0,GET,/shuttle/missions/sts-71/mission-sts-71.html,12040,200,1995-07-01,00:06:06,1995,7,1,0,6,6
ad12-051.compuserve.com,1.0,GET,/history/history.html,1502,200,1995-07-01,00:06:15,1995,7,1,0,6,15
ix-wbg-va2-26.ix.netcom.com,1.0,GET,/history/apollo/apollo-11/apollo-11-info.html,1457,200,1995-07-01,00:06:17,1995,7,1,0,6,17
www-a1.proxy.aol.com,1.0,GET,/whats-new.html,17314,200,1995-07-01,00:06:19,1995,7,1,0,6,19
citynet.ci.la.ca.us,1.0,GET,/shuttle/missions/missions.html,8677,200,1995-07-01,00:06:20,1995,7,1,0,6,20
ix-war-mi1-20.ix.netcom.com,1.0,GET,/facilities/lc39a.html,7008,200,1995-07-01,00:06:27,1995,7,1,0,6,27
gater3.sematech.org,1.0,GET,/shuttle/countdown/tour.html,4347,200,1995-07-01,00:06:28,1995,7,1,0,6,28
